Bucket,Month,ConvArea,GeoArea,Delta,SpComplexity,SpDensity,Service_Time
1,1,248.84802789904785,0.5890456125707904,8.767454058848093,0.0004583447886178579,0.006822080992643965,254.5026957070707
2,1,249.5350096585911,0.5807251938719946,8.913263749465592,0.0004496056463395602,0.006900774671671617,229.21737058080808
3,1,250.2219914181343,0.5724047751731989,9.059073440083091,0.00044115453030340354,0.006981862244658326,203.93204545454546
4,1,250.90897317767752,0.5640843564744031,9.204883130700589,0.000432977698887055,0.007065448759056067,178.6467203282828
5,1,251.59595493722077,0.5557639377756074,9.350692821318088,0.0004250622681689707,0.007151645562842464,153.3613952020202
6,1,252.282936696764,0.5474435190768117,9.496502511935587,0.00041739614607471585,0.0072405707831835935,128.07607007575757
7,1,252.96991845630723,0.539123100378016,9.642312202553086,0.00040996797249839167,0.007332349849422969,102.79074494949492
8,1,253.65690021585044,0.5308026816792203,9.788121893170585,0.00040276706477610327,0.007427116065260386,77.5054198232323
9,1,254.34388197539369,0.5224822629804245,9.933931583788082,0.0003957833679615706,0.007525011235603939,52.22009469696968
10,1,255.03086373493693,0.5141618442816288,10.079741274405581,0.00038900740941761523,0.007626186354288424,26.93476957070706
11,1,255.71784549448014,0.5058414255828331,10.22555096502308,0.00038243025729273335,0.007730802359668283,1.6494444444444445
12,1,238.11489538465025,0.5058151487138791,9.677729951299865,0.000433950244031825,0.008302743175484186,11.529097222222223
13,1,220.5119452748204,0.5057888718449252,9.12990893757665,0.0004967083189357586,0.008965997420778873,21.40875
14,1,220.90326276196387,0.5308243518403505,9.041640775720932,0.0005006689066570673,0.008527996852201021,18.559560185185184
15,1,221.29458024910736,0.5558598318357758,8.953372613865216,0.0005047107596656027,0.008129501782111461,15.710370370370367
16,1,241.58666780539573,0.5577704292715878,9.260741682340768,0.00044697297564463536,0.007421155818241961,15.634783950617281
17,1,261.8787553616841,0.5596810267073998,9.568110750816322,0.0003990924741561787,0.006822745117890079,15.559197530864195
18,1,282.1708429179725,0.5615916241432118,9.875479819291874,0.0003588638058480781,0.006310550443008792,15.48361111111111
19,1,281.3721881800756,0.5615563591651247,9.742883593931156,0.0003647802513634104,0.006328859905856045,29.250555555555557
20,1,274.5191272465742,0.5643539183874284,9.635752726282686,0.0003780434727008774,0.0064546967852008785,40.916307870370375
21,1,267.6660663130728,0.5671514776097322,9.528621858634214,0.000392081716780653,0.006587302624393006,52.582060185185185
22,1,260.8130053795714,0.5699490368320359,9.421490990985742,0.0004069594327088846,0.0067272060854334835,64.24781250000001
23,1,253.95994444607,0.5727465960543396,9.314360123337272,0.0004227481847521043,0.006874992992354046,75.91356481481482
24,1,247.1068835125686,0.5755441552766434,9.207229255688802,0.00043952764844875785,0.007031314255178805,87.57931712962963
25,1,240.2538225790672,0.5783417144989471,9.10009838804033,0.0004573867778895676,0.0071968951501100685,99.24506944444445
26,1,257.5358729586906,0.5671200037467866,9.4028153035092,0.00041295655358415716,0.0068467946397095004,17.6825
27,1,248.05923169027741,0.5931519131896537,9.686981979733275,0.0004161559553461914,0.006796395915709168,64.40253703703704
28,1,238.58259042186418,0.6191838226325208,9.971148655957348,0.00042035484681292925,0.006769267078076523,111.12257407407408
29,1,229.10594915345098,0.6452157320753878,10.255315332181423,0.0004256127354834948,0.006764858007624608,157.84261111111113
30,1,230.19776334629142,0.6587385571639642,10.137015257869056,0.00042853746892955143,0.006594559880948607,168.9916164021164
31,1,231.28957753913184,0.6722613822525405,10.018715183556687,0.0004315507807581661,0.0064314037274766315,180.1406216931217
32,1,232.3813917319723,0.6857842073411169,9.900415109244319,0.00043465556798002726,0.0062749630371790365,191.28962698412695
33,1,233.47320592481273,0.6993070324296932,9.78211503493195,0.0004378548730138452,0.006124844364206466,202.43863227513225
34,1,234.56502011765318,0.7128298575182695,9.663814960619582,0.0004411518924623467,0.005980684188967215,213.58763756613752
35,1,235.6568343104936,0.7263526826068458,9.545514886307213,0.0004445499865443428,0.0058421461307709656,224.73664285714278
36,1,236.74864850333404,0.7398755076954222,9.427214811994846,0.0004480526892403829,0.005708918466185897,235.88564814814808
37,1,246.2915214463463,0.7064268517687502,9.4250489442038,0.000430791300294508,0.005747557698078635,162.13969135802466
38,1,255.83439438935855,0.6729781958420782,9.422883076412756,0.00041481768850483685,0.005808180117808934,88.39373456790122
39,1,265.3772673323708,0.6395295399154062,9.42071720862171,0.00039999292986335813,0.005892175486044314,14.647777777777774
40,1,267.3833592820381,0.6321026980554955,9.404117938938057,0.00039769264365876144,0.005916678628204036,103.39583333333333
41,1,269.3894512317054,0.6246758561955846,9.387518669254403,0.00039542907669777225,0.005942438471167867,192.14388888888888
42,1,271.39554318137266,0.6172490143356739,9.37091939957075,0.0003932014276945784,0.0059694852501104845,280.89194444444445
43,1,272.1483246094856,0.6003752128769287,9.567402577951453,0.00038406106891213484,0.006120284085668907,88.83256944444445
44,1,267.2548591841698,0.6118438952703974,9.31986571121355,0.00040148075766816926,0.00611552517893471,15.144277777777779
45,1,270.09229384633636,0.6089402334139061,9.298906099531742,0.00039815845682664744,0.006080133812161583,19.507555555555555
46,1,272.92972850850293,0.6060365715574149,9.277946487849935,0.00039490923827123996,0.0060457519433561565,23.87083333333333
