Bucket,Month,ConvArea,GeoArea,Delta,SpComplexity,SpDensity,Service_Time
1,1,248.84802789904785,0.5890456125707904,8.767454058848093,0.0004583447886178579,0.006822080992643965,254.5026957070707
2,1,255.71784549448014,0.5058414255828331,10.22555096502308,0.00038243025729273335,0.007730802359668283,1.6494444444444445
3,1,241.3257894806334,0.5410801092746377,9.319587123577913,0.00044463084945998917,0.007658340915410651,17.53424382716049
4,1,281.3721881800756,0.5615563591651247,9.742883593931156,0.0003647802513634104,0.006328859905856045,29.250555555555557
5,1,242.29854823040293,0.5968924834403738,9.586076341243652,0.00043053484322994436,0.006914377361530123,91.59006018518521
6,1,236.74864850333404,0.7398755076954222,9.427214811994846,0.0004480526892403829,0.005708918466185897,235.88564814814808
7,1,268.38640525687174,0.62838927712554,9.395818304096231,0.0003965563209168512,0.005929399616300633,147.7698611111111
8,1,270.7776374340528,0.606085226568247,9.388404925671646,0.0003933647075836725,0.006093313277366424,42.61589351851851
9,1,267.7052754860225,0.7575803930051968,9.762016774094755,0.00038265158872726216,0.004930765450477962,160.90156084656084
10,1,257.2033647405282,0.6959480680870969,9.530310234160211,0.0004079588097971248,0.005586586411270537,146.65083333333328
11,1,254.6022865446383,0.6474462810205974,9.626770865087073,0.00040799708987453463,0.006066440742625145,104.37208950617287
12,1,250.29585202307888,0.5989375095722395,9.662455228761848,0.00041348413713065594,0.0066705990173859826,18.237916666666674
13,1,262.3535583657728,0.660800728073671,10.433072669097218,0.0003653430151167104,0.005768229458480215,108.77261574074075
14,1,258.62380170198276,0.6622152096594862,10.041982085628067,0.0003850455124992459,0.005838917744968644,42.75370370370372
15,1,255.69014132190077,0.5823881312655306,10.091623889883255,0.00038754751867528574,0.006715424968276594,16.029768518518516
16,1,248.93645090109726,0.5123404731876173,9.387473990874172,0.0004279201722981285,0.00784066396829054,83.62366319444445
17,1,249.19656925072755,0.5743689393625321,9.918073459121631,0.0004046044177615247,0.006986617942289295,103.04613734567901
18,1,269.83848204301114,0.6674318972116013,10.45479217524164,0.0003544710002479716,0.005552507537061347,175.65559027777775
19,1,272.00213410011173,0.6407677166623836,10.00759405219248,0.00036736519525675833,0.0057375576943604935,16.188716931216934
20,1,232.75663133803653,0.5698367886554145,9.572454176763287,0.0004488225210639797,0.007539585196880563,24.00200231481481
21,1,258.9515322561849,0.5968986297606479,9.492191589674404,0.0004068319192060367,0.0064696521810531935,41.81248456790123
22,1,242.37631785091594,0.5407623982863294,9.470245467770676,0.0004356608962090371,0.007629627431351019,65.11566296296296
23,1,262.3434788497484,0.5130254933554759,9.126368738296474,0.00041766849256573044,0.007430033639443523,84.96722222222225
24,1,248.36754296404192,0.404038293916144,9.43568645609182,0.0004267088575850927,0.009965122239244254,21.24185185185185
25,1,213.48600087662567,0.4475993739836023,9.00717259569315,0.0005200464227431155,0.010465045662891494,133.48922453703705
26,1,263.03776069698944,0.5266863153964813,9.216804816613333,0.0004124786846920645,0.007218215884265505,98.73787962962962
27,1,210.89013213989435,0.4990917344854846,9.335991290112924,0.0005079059531324819,0.00950086973395722,80.35907793209877
28,1,231.78314368745293,0.5252040951158116,9.178342827226942,0.00047006062722675763,0.008214668595295615,15.825694444444439
29,1,247.70762021879375,0.5381124077790135,9.345777922311788,0.00043196163474209696,0.0075021825382556116,104.73981481481484
30,1,311.4956578155265,0.5423306650276047,10.745853403890877,0.0002987494341366897,0.005919483869798908,39.411875
31,1,273.25438265151547,0.5452478514101475,10.497875614751791,0.0003486032575708559,0.006711798363646,40.287762345679006
32,1,241.04404295739513,0.5395173173694696,9.827687835827073,0.0004221358572731836,0.007689501886274139,110.01839814814817
33,1,269.0639942892742,0.5788026860569997,9.66725830462929,0.00038445108600298637,0.006421165698460692,190.76641666666666
34,1,262.92450468147365,0.6511755841093745,9.561989302192922,0.00039775961086974387,0.005840779717167771,140.7123611111112
35,1,244.36097817637082,0.59739958215273,9.714804360524273,0.00042124434718354876,0.006850199670576116,73.27450771604938
36,1,251.00280891451112,0.6006122926682318,9.471212791271803,0.00042064509034718534,0.006633262770202159,195.67633465608466
37,1,240.5671122380164,0.6007157607795678,9.822184230821447,0.00042320975463567076,0.006919818739095229,137.6547941468254
38,1,253.29657792005102,0.6229569124372127,10.108766214164643,0.000390546297439399,0.0063374226014714955,79.4953202160494
39,1,295.03989831764363,0.6231105278508271,10.06097161256926,0.0003368831790193182,0.005439439632894254,276.718125
40,1,299.20444582629,0.6399632703050658,9.628169230143476,0.0003471268781810859,0.005222481480641371,67.89594444444444
41,1,275.9141427201944,0.6274157587519028,9.136996046062372,0.0003966638301244564,0.005776577647129624,115.6142509920635
42,1,257.7430003455562,0.5930118770721762,9.680278112662986,0.00040079775989530027,0.00654259034721932,49.17999814814815
43,1,261.81207766056417,0.5561331939786522,9.322004261693607,0.00040973307753341774,0.006868019273580663,11.61004050925926
44,1,225.955401957345,0.5269989832465751,9.137495963121074,0.00048433970548342485,0.00839783803067291,91.98189814814813
45,1,232.2994823541292,0.584446381605871,9.694040269264717,0.0004440654027550314,0.00736558225352744,41.991273148148146
46,1,264.1192345018644,0.6429272195915628,10.279407666274508,0.00036832557900393445,0.005888953936190955,68.62933333333334
